day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,windspeed,rainfall
2.48027355954812,1017.1095683313875,25.186133718280463,23.507443883082484,22.187724911079403,19.38099524784369,79.63173336964198,69.30264212200076,15.927491002692207,2.4
9.65516996034647,1012.5045244928064,22.763212615565543,20.69643913956594,16.78428860497782,19.83646468455665,94.92965431659184,88.01285018218819,15.676309618998085,3.3
11.606118699259286,1016.9380329238186,20.646472982055688,20.17530457222468,18.93866227920609,17.194395737103527,82.61492354594883,86.78796946448549,38.72071781437371,27.1
6.079885533946771,1014.0803659641454,26.39982835210388,25.708133211322384,25.768570565459072,26.17434355241944,97.58730915903938,83.6343555036824,30.53463184531737,33.0
11.70972213239943,1007.9169682416724,33.22294270380108,30.22208983613634,28.0986172194252,26.004475407916072,79.09441529253458,78.87657896075058,11.212614845190233,32.9
13.479425351443124,1003.7094388219977,31.72536732533213,29.80261276101643,28.851229524081667,26.404146625348464,82.05504564341575,87.91810341648078,30.082476778411817,33.3
18.785720825968472,1012.8943862774584,24.99532030523422,22.492305585025026,20.39337896447492,21.07862445739544,95.11194784765534,85.58148009324088,12.533505143158669,3.5
19.972686188229844,1008.3342126278776,34.933855067165105,30.94619937892476,28.72634650734907,26.09955954258343,77.0066041822676,59.33585316397983,12.241246300184308,2.9
1.543837320231659,1019.392099114184,25.887492016604668,22.08779750894381,20.151667552919083,15.667135307720898,67.55428848620808,71.93363331858345,22.125354386006084,20.1
26.59986480145756,1024.281920834719,22.467131130235288,17.455168338811145,14.620797666150551,8.37830117960493,58.43611027583216,19.32243905215533,15.051866281408468,11.1
23.05948549918336,1008.3395068011448,28.56151305341115,26.70273115303929,24.676633567551946,23.338955674702017,80.3053031981471,65.17814883802883,7.893961528713296,31.4
27.566206466037272,1006.7173270227288,31.351271875106264,28.2123716589836,26.18636566889828,24.400754539377576,78.90781623815205,82.83319047562665,9.33937325486159,3.5
3.984333941024429,1020.9533351090132,23.507410812308137,19.076142973601023,15.74096660900917,13.528047130348668,75.32279092557407,45.67521617398128,15.312799304618624,17.9
7.112100181506132,1003.8628345482996,33.12824134200818,30.482732205076267,27.909164715844337,24.93802601983154,71.66506364428528,40.971823856443145,11.184634243283336,29.2
25.04207439528965,1007.772244784574,31.282131350314383,27.73631258301535,26.12064338473687,25.00978217754084,82.11705757044483,62.05706101231002,16.03170403980818,29.4
24.56478177417,1017.063336565358,25.335469796312733,22.55021778735645,17.802937623233092,17.003038968225457,69.4788863231855,43.31079432278378,28.86690561413716,18.7
25.1525270779987,1020.5081459396428,21.621861630183343,18.527253315269903,16.26606842147106,13.212970282667852,74.95714724257687,87.91586865586191,27.57123584467352,2.2
23.54859457529756,1000.0844751167004,32.74603714441047,30.433202815075475,28.061719730148507,24.315935806106324,69.32767790325258,31.063276843133544,11.570660302219393,2.9
12.044583880129482,1009.9091018889684,27.96007890678317,24.92051889736673,23.60907704795669,21.555119245160498,80.15819486950862,77.57661336083825,28.543511956410057,29.0
8.032245979716008,1001.4585592252864,34.14476136231632,31.26381485050881,28.39319213567038,25.950537161345352,73.9015819762385,44.14664469592549,22.278289601550394,27.3
26.063451910071844,1023.8557973001124,15.49853159087218,13.934996211411406,11.54584065758657,9.282522942173255,74.78036734344667,87.5196198340171,18.557544208616896,20.9
11.31926984666316,1017.4812597813508,21.802635622354444,20.79892784764377,18.46112675364304,16.840209419283298,77.08706727644905,86.38671406709715,38.11033759472448,25.0
3.6693592469392935,1023.927650427092,13.983838530142206,12.994536552912011,10.011706198094226,8.977751811627849,76.74418538024966,88.55755856990635,20.444187333863503,2.2
19.12475022547755,1009.8224887799984,28.475417740832675,24.9966907382091,23.372880334621662,16.00899030185368,59.16761770647914,79.70297459988134,16.225649703422786,24.4
14.195697829055758,1007.1689597737596,29.29376659160829,26.766353940885445,25.51146209191301,25.729551840777567,89.40578301030132,90.0827191412417,12.915585913937838,3.7
16.737681709236867,1025.1864837090052,14.695032520630726,12.923728679555811,11.182155824968076,5.654549788928798,62.93382178371424,88.9874758087066,23.530772749341384,18.3
18.97553294204106,1007.7489678318084,33.1075165528887,29.79460280281814,28.61596821734511,25.55684601369304,77.60688240308376,59.50973282349506,16.87356727705769,27.0
18.92562786547816,1013.4324983660056,24.672744712186283,22.355761780594182,20.396326885086395,21.310423260803628,94.27786415734607,84.27895179036602,13.30368076030251,3.4
11.794187915642055,1016.1508710074924,20.43342670156445,20.254650450893458,19.19791525922595,17.133463432454786,82.68911790702491,87.3174734956177,39.43113273502132,2.7
21.08261895679749,1020.9593728782808,21.06875154912141,19.72270109393696,17.136417283688196,16.713284054894412,82.09999758021696,86.59409047906692,22.367855618090605,25.0
7.836683583710067,1001.0827202398954,34.5029580117967,30.67910992616148,27.787652913897475,26.07275738726437,74.97415624783952,44.27020713900845,23.625945395919604,2.8
1.659973444465802,1005.473187723433,32.9928660659904,30.764967971631343,28.946117803913392,26.312266149724923,79.05163146367252,58.44012337645781,26.587919036012355,28.0
17.667725025294068,1007.503031111334,32.15611275036121,29.86949470913216,28.36471369154641,25.27114942871325,74.24551369042844,71.0259365656096,23.37311189482388,2.7
12.12422400287114,1012.6753436188548,27.51360848346268,25.203407303918727,24.33133069761385,21.93027661958415,81.91471879687097,88.7822019886022,25.087751307067258,29.1
25.27825739751009,1008.7330064122336,35.23945441859157,30.74251794196685,28.465240055258164,25.64228228187248,74.00044365591137,28.25441275411508,8.104281054045154,25.2
3.960280129395328,1013.6026179417914,33.16126218362067,29.011551582701586,26.941975634066733,25.307575457453115,81.18338180262404,58.915052678622935,9.705265401839467,29.8
23.987715663912628,1017.0572349907007,24.90005127431978,22.471821011025806,20.69873586041176,20.98360686913555,91.070235009268,70.99184456173987,9.830476187715432,33.1
4.163523495623233,1018.4290185672352,22.21898316765897,20.44587893633028,18.66207670965145,19.11570985919457,90.393142779617,88.36733016846252,16.905162318824377,2.9
24.5468531238134,1016.7915929082787,26.66683426291312,24.803101688593163,23.208240890405246,19.798351721199182,76.58042104612402,34.64526584512642,31.31596268164586,1.9
25.48599012241828,1020.6700870061928,19.47236084202569,18.30228687340814,16.816531857018617,13.556978335395916,74.35277338459333,88.20003832289838,21.682102211905388,22.4
31.478292741257626,1015.5188872626388,25.411182370206426,21.399245435130148,19.24885757661625,18.84430309973171,86.44855679042942,81.68512826754882,4.283680732096957,28.3
26.860064945676253,1022.1744968590316,19.197217311167325,17.45136608660352,16.785763790313904,14.800469607528148,84.27774340274827,91.80467201521044,18.307613895288025,25.6
10.17287758873844,1000.2765664122028,31.7731259686211,29.11088998393544,26.19878555413623,25.02369017382788,81.51744833438,87.47577922921029,17.540150520221445,3.4
1.0739287379512852,1024.2455893240365,20.414677900963607,16.205081733947075,15.048662199033537,11.70319889670408,72.26434785441924,42.171683828783046,34.149455642045616,15.9
24.14764607162041,1008.3834512958394,33.6052504592,30.283814547587408,27.910193478311363,24.85701067599004,71.45644250985019,21.795345257812155,16.342130322748574,21.2
0.8821954576098774,1008.3093120454952,33.20265063651202,30.13450971643784,27.83375629531106,25.94668442345831,77.85855970628205,78.00381649277037,21.57183830525901,28.6
24.05650478895331,1002.1865435852072,33.15879273339114,30.55909757474056,28.659581368196623,24.42548923731301,69.27135826301564,48.243627761981685,10.853699542251237,30.8
28.136418100173664,1010.0304898949784,33.08611542011736,29.90999104018756,27.81130023283928,24.97845201963634,73.68643466058688,28.17212821110276,12.417400463453165,24.0
20.70073851814535,1006.0969382290724,28.329491903512487,26.01465548821139,25.065930953338324,24.65906665923697,87.93816674814748,76.22295362906173,25.773360205070507,33.9
27.64145228629591,1023.9573480329292,22.79611124781485,17.34751097859806,14.59059425057253,8.477342501535443,57.72205703081471,19.25482463520381,14.177284879267749,11.9
2.3816164357058947,1019.99562590073,26.01243602283896,22.62270581807056,19.2754235279542,15.702449846262397,66.90219520014467,74.08955172002938,22.763009662671465,19.9
7.818201929870661,1000.8682037237512,34.43355246712876,31.370422018114155,27.98201238640286,25.84609810747714,74.62070002398333,45.31583386502487,23.457182412778,2.8
0.9650934851695409,1014.6460397449812,25.03409357585744,21.95783220337738,19.88998525552136,19.2880925731189,84.383744730193,83.45581819734772,8.43237989328184,31.9
23.29259631886785,1006.4060780143984,31.533729660920216,29.14248934700436,27.153601057397413,25.232066159112527,76.96416491847086,21.77550555502712,17.888644923665787,2.4
2.7049312986793583,1023.3915048943136,14.12957334028284,11.968501036759912,10.032540603482424,8.71865909304346,76.90898611099344,88.0101430118873,20.77016977557493,2.3
0.7789413444683232,1012.9647540795912,31.318412882764665,28.680317015975053,25.766038271024467,25.689285842448424,80.31209415457208,84.37270516256467,7.2785782066822495,30.8
7.019206184854251,1016.506789100608,28.517209887552063,26.305482501549687,24.79156363171037,23.31871075038812,85.32066939733038,86.19244835256305,25.51170036130876,27.7
1.119638544572309,1024.5193111552278,19.6394346342411,16.931917565193427,14.20149710190232,11.280518864996802,72.45371123414417,42.35511202806801,34.41571170970392,15.3
3.037542074476438,1008.4187716074696,31.87646947955823,29.31556212796964,27.356420341833715,25.92423090034452,82.43427870024152,86.01262986583569,25.016656846881965,30.9
29.050298303447548,1024.765834562152,24.92839891604742,18.720610014103844,14.144015114160783,10.392969462673904,60.55948560429136,18.805283670050944,16.369741878741518,1.1
17.386270281220867,1008.178874298613,32.51767952020769,29.8594091203266,28.126508274205065,26.397207081872352,82.47107361229747,84.24033667632101,20.97185768263336,3.1
20.518836115756137,1015.0159561967096,17.743910103291178,17.58723680336783,16.39195021820583,16.22118593457323,95.53812185715373,94.38294503349816,37.895236999596605,32.4
9.60242822623058,1012.5173294834432,22.19075696629231,20.95348285182683,17.60456958713378,20.01342152658283,94.9745187125846,87.85818327840295,15.033860253705951,3.3
6.143136541725128,1022.7499709460636,19.12576478884947,17.019981283404835,15.702984355577346,11.919124894076646,72.49729576767955,85.39154728164262,21.91477208717372,20.5
3.4388203375862965,1019.7126159853722,20.62364158347712,19.13292785779707,18.247369383068524,18.933774961712096,94.67957160455892,91.09625965665568,14.948376960847032,30.8
2.1464293925555173,1010.9426350141558,27.851590008145987,25.97845545718232,25.104961817069658,24.60192710548331,94.72417408063085,89.03519718842624,16.265553771153833,33.8
2.0779960527961525,1017.3739160505432,25.61578025783362,23.657601070655307,21.91547461160638,19.456859524820505,80.32882421303185,67.3297774496365,15.57723013104814,23.4
15.061915208366688,1015.6426756604836,16.032890744773518,15.141719695473114,14.514994244992218,14.720928110173292,97.3543224014237,95.104286982902,37.90841519721644,33.4
21.495773458241626,1007.6184156533286,30.636537734292364,27.04459124374419,25.34867837952068,22.358816489350403,77.30705164082175,62.6373720836365,11.14921115009151,3.1
21.657309990105123,1019.3508455694392,16.69239105997089,14.274251081022928,10.328937720767543,13.485831260757038,91.5574937517694,100.0988251705304,34.894431391913486,30.8
23.418496877656032,1008.3666714669828,29.249692139549825,27.01236352668273,24.53486814748983,23.39494980611792,81.80198672217423,63.54989888372264,8.768627033216367,32.1
16.52643084273924,1011.6143937128662,21.32282012571053,18.24776325222234,14.909902133933516,16.406403096335502,90.24991493181726,78.61829418447832,23.8575251245568,3.1
3.2023798441637314,1011.3730300173614,31.478303831559824,26.49118987342873,23.227659933500327,24.03907866695928,86.14672478760437,83.42344204062373,11.484548694617269,3.4
23.700515580737587,1016.5994134768578,28.32430129100113,25.017470141034373,23.707329237915747,20.61611744036849,77.61972274215314,47.882967199122,19.87869167852866,21.2
22.63360942721736,1009.9260872227908,31.84067291886156,28.283189610438733,25.905575671207508,25.9317764001169,85.30138177085787,65.52291623270108,15.085588874035365,29.5
4.8853212717138055,1012.9922748293402,27.712569847106664,26.768657286216804,24.701481374894684,25.335588038359106,91.76300801183284,95.14520943231122,51.38174081038128,3.3
14.12631742182398,1008.0095715677102,28.141763635657284,26.653045955862385,25.83047613373425,24.48955885739311,90.33528269986456,89.31980465629914,12.786434877954196,3.6
12.247170453056157,1017.8480176288206,24.24855972681105,24.23803943648541,23.25837538859169,21.26846755225358,84.00597448120494,91.29242309036748,40.8370390674805,2.7
18.62963560647681,1020.4701140011518,16.18523151012518,14.989351137563778,14.536249940895637,13.489350766096749,87.35417765802025,93.53998220625998,22.88201895164798,2.8
20.31314909154129,1012.0177364992728,29.07342682715032,24.749920684567453,22.34623662491288,22.56142358744912,86.64196917650563,79.47403730268783,6.838397439281814,32.1
22.01201182889918,1010.0828399067806,26.05160360544575,23.5844855482185,20.19928340687316,22.132096480851704,89.67535973171444,80.06243284899087,11.235923277515417,36.2
15.920600588615487,1017.0576132927594,15.767790733475774,15.266881792798738,14.453903921954936,10.928090720801556,78.54109251011423,95.29373975451706,38.93263064883152,25.9
14.239996196265718,1017.0985718705616,28.218431836238395,25.10762050552821,23.30588290792771,20.48474265848412,74.62358593733624,49.36978240939138,23.86707970489492,2.0
26.08712907306717,1020.414275864472,19.856595528083137,18.066209266593265,16.629585077329903,13.453681205399748,74.01460833799393,87.04521247353723,21.36583607103072,22.5
23.929386870481856,1007.9004885307112,30.30548554353329,27.304069121324407,24.83813109987671,24.415950527345213,82.36735562790938,62.25683104089139,6.984039449079211,3.1
24.848664217011702,1008.920753803215,35.76961450681382,31.278721056305688,29.11051753419375,26.508115064783173,73.81432118403364,38.68916971787883,9.08997304351804,27.3
20.80370946285755,1002.0424728831608,32.96699821351549,29.82794681578319,26.51104852778098,25.56711757474292,77.39291609061777,70.11856070431884,13.473968519876328,32.4
15.08446839630026,1008.1111702654956,30.99778629881967,29.27001725531519,26.846672388177787,26.481109548513505,85.47358092070469,87.61822446184631,18.119505961736422,32.2
25.78058546546503,1006.5754289373418,32.38174054195734,28.70109694924917,26.56678955315805,25.70345979345252,87.22077500470071,72.45282017413955,14.579269763621127,32.0
25.698089092601705,1028.5252707345371,17.26720323345561,14.489171732282204,13.544559585901576,10.121233348958944,76.07587345916637,88.11058399196926,21.37669685478254,2.1
21.934237493134763,1013.6706368097302,16.757609503034523,16.568481598332077,15.99911422611178,15.903286775968274,96.35180418259525,100.24661775660049,33.743618673828514,34.5
30.48957226195989,1010.099077125675,33.017504927154654,29.722823276829214,27.69467694404048,25.95668694146728,79.43937776155789,82.61809630243003,24.84291129257728,28.9
3.669361110117853,1019.7526816366676,25.99120317981738,23.955913955737326,22.3992364879936,18.32132563199766,74.20558800375468,82.72473160701234,33.724144683893414,22.0
26.881376039550688,1009.2287016849108,33.30119777879606,30.08917987032896,28.071656762106475,25.043322765498072,75.95853286494933,44.46789453949506,9.473656721923026,2.8
5.428976981769733,1016.0296548371105,21.40076695806292,20.50564766522489,19.7731221407169,19.186596169824167,95.17528447213223,81.73832423682714,13.392379529537193,32.2
5.105466337093958,1018.5221472011626,20.83985511131792,18.36757277591648,15.888713432478689,15.565595221316489,85.40650152128187,90.03728203887499,41.05899992723213,27.3
22.81362589397333,1008.5538861536576,33.8172087010978,30.062459767982883,28.150187291971417,24.52325461233732,72.44294467518333,20.22599771813013,8.944285235180722,2.5
4.824675750343097,1018.5799705263424,19.96162733905193,17.987707518238192,15.684869300300482,15.555953444308091,84.68028715452252,92.10683605252324,41.05677819634479,27.7
26.37511709628311,1020.8786102543536,20.983355239909507,18.381120105735057,15.466938868764815,7.492385331509247,51.427452282427495,46.07998149173367,33.69976666372554,14.4
26.295952625609008,1022.3769047205386,15.523789677904816,12.710317854821271,9.61315349145858,11.756158384592492,91.90954003019844,94.39383729878796,29.052372226277363,2.9
15.694403661373574,1010.543184525096,28.21369374530239,24.377609682950474,20.43040375322053,22.502568416466115,88.14389074998059,81.69548282853405,14.863037878159853,31.9
29.905541754623563,1007.1357977632316,28.291763139313648,27.1802018265258,25.62305888462119,25.21949307805206,91.43861411812075,88.16769179733276,6.394252414888767,35.9
28.491810348832967,1007.5805374648386,31.257488313590027,28.61576222525541,26.985575461958582,25.515735232248804,83.60474830519168,75.14189163211121,18.99681950232265,30.7
19.31890513504993,1010.0137171257768,28.104692834852216,25.43650736752893,23.2174522755979,16.699621140831102,58.7607124030101,75.94639275278692,17.309026033136448,23.9
1.760473617326907,1012.66719970962,32.16204401214075,28.988756123222927,26.492991613789407,25.174983346694987,80.92273057353262,82.52639712796268,8.043029002719281,3.1
7.999042031945785,1022.2914745393292,19.217010323602256,18.043464268333604,17.460264197118786,14.32645274164834,78.19948656023301,90.38866337207338,27.640326555062693,2.3
10.434700218572868,1022.5049227515144,14.598956229392533,11.714053554588862,9.68653083528486,7.545980329242307,76.96127332809279,94.25787424357569,24.451972664916354,23.0
18.02420478531048,1012.524375444766,29.173031810027208,25.529047441038337,23.571403312616564,18.99397840777811,69.89040594565677,43.73474446842897,9.170455209109765,2.5
3.410850300295963,1020.6135771596308,23.192413043811705,18.99930469175382,15.6046729187271,14.41478064199683,74.19206489917894,46.57566379791945,14.662197282620502,1.9
2.7130536197072583,1012.5266141218945,29.50827076285724,26.726840250827216,24.379549703457325,23.62258260600933,83.14844640164907,86.35652171440921,52.8569203831602,2.9
26.825168617470084,1008.4075265371844,31.814429558760114,29.44565983392909,26.75710144069087,26.433074319894995,83.06196323468608,56.23187726087694,17.9452002436473,2.8
12.376317499308836,1017.4306737552832,14.622831622499463,13.673436971899037,12.998687018674651,11.08413598347962,87.02643051889444,100.06565958078822,36.26238052319594,29.3
10.878667028877594,1006.5017782459806,28.01840762515623,26.292735425883325,25.65746101311463,25.41925092593154,92.2604568629897,84.69600397727046,19.728884322036425,35.7
27.459191988885188,1006.8270818008472,29.00085184797397,27.51267767717581,26.1625929775799,25.164005015524943,89.0457451748057,88.73202120254561,33.180801831010385,34.0
31.46329435507544,1027.008644744814,20.353506093632934,17.654045339987498,15.768964201816352,12.994945804718308,73.78607039075094,65.64644002897857,23.69047576811157,18.0
3.3727171587487383,1021.1951537376848,23.779757087330623,18.156358847378247,15.349460970314542,14.351196622969676,74.45363205827343,48.00039723717654,15.112440800736296,1.9
7.0987330269249735,997.9511355843767,36.03455812574153,32.2798133017418,29.94770433538231,24.01369420180701,62.19047428849453,53.67229807511916,17.36413720363431,28.2
14.322586112141774,1009.0078764604566,25.0905971774118,23.645024618069503,21.529671483594736,22.7774159044956,98.04718134685892,88.61525181237428,10.59761343219066,40.1
17.463154036117405,1008.0100542783748,33.569365251870934,30.02148451250009,28.291313621411625,25.797335887168323,77.9403260479407,66.8122653094993,18.73547105435461,2.8
5.352481123194167,1021.4879138165757,19.00059537018509,16.637700643180416,15.85047985579292,12.480110548944037,75.9787189683427,92.35132964598913,28.03904001343607,2.3
25.41862133739138,1008.5559424823978,35.24602435044329,30.697952539607947,28.27141886082745,25.61960499121809,73.72091234344633,28.059562233782863,8.553414747557126,25.6
11.853623582722854,1009.757887630119,27.681503269317272,25.27784706357646,23.374727936050054,21.93020608246231,80.18942075704511,78.56545075098421,28.64425477331385,29.2
7.271596869628923,1008.4344046925617,30.989749377588364,28.009537035392444,26.22625061136993,25.707334412832463,86.46222884506444,74.76614854972117,8.351324427033836,3.5
13.596698893036727,1016.4688013956118,21.14165078752248,20.871125448242505,19.609606797170944,17.464903815318884,84.35681446047097,84.9944915297925,29.694397075606364,27.0
14.718688089000914,1015.7063692287873,16.18613498262967,15.117629200762316,14.506869990198211,14.300766792552707,96.5968904684222,96.5314683905896,37.70056163783434,33.0
20.19056757378394,1014.7169748013667,23.308651633733103,18.96461785907346,17.766027438968184,17.333068705751884,89.41107439659719,96.26049519547588,27.49108621470592,31.5
21.79960415512916,1021.9085863320008,16.015398047120172,15.419592933992506,14.814263480223612,10.932389441308958,76.57442954096288,82.01450554404077,45.59930096759954,21.7
29.06089691626514,1017.9731609568348,28.73559831517056,26.26225355694217,25.55758749723808,23.231697479232103,81.32806487472915,61.09103497478595,24.45917368034276,2.4
27.077583312746945,1007.1014996847512,32.029916409746555,29.174935345989315,25.916939568146457,26.45154587735013,85.10699179759716,83.0617900122276,25.59438460211205,32.3
13.069023145800506,1004.7101723156202,32.246381180695714,28.20759753390336,25.86989953146906,26.261242901746467,86.32508895394483,82.51357447282469,12.324306444404668,37.1
6.534172264273772,1003.5083405727509,33.70662996070391,30.48212941952508,28.363350048680346,24.55615777782021,71.68154778289588,39.460002387207886,10.736550100852863,3.0
26.57780890939788,1015.7604825739716,29.52498026188857,26.954383510831683,23.77888819392436,21.98494277200103,76.60510148616214,47.82063166808161,10.056757986218196,25.9
11.23273393434,1014.6161298108,22.38187433901892,18.88541976764245,17.31401406956028,16.69902003683216,86.1105654059942,79.61508176026143,15.662992781905604,2.9
27.775569456327823,1007.645539107796,31.950399996718435,29.15458012608896,26.7558523886056,26.171558936703097,84.91830649457278,82.27679690177096,26.455866959948548,31.7
8.655631440651412,1012.693271774689,22.668899648761613,21.25686212098403,17.00292338250882,19.84329697929053,94.21604906278344,87.80694571680357,15.345687296285863,32.7
29.85095624546305,1008.8604404495288,33.01424291386691,30.609506653709843,27.510313643567045,24.26038745782008,73.75925646348006,30.423816792466447,21.57820447320593,2.2
12.73033233493864,1007.3529773135764,29.50731129551257,27.52438427950592,26.47370221624881,25.333455560504817,86.63060162006587,82.61391168610315,22.56664966144709,3.3
24.92333778915827,1009.201802875521,35.426079538187416,32.150259061537504,28.53804925086276,25.941202224835337,74.37294900591078,39.96660514421673,8.913522111030742,27.0
19.17055812351761,1013.257831811222,24.724725057301725,22.54514301254864,20.317970803155955,21.279848748269007,94.15683889244784,86.34253837324694,12.065236577623285,35.3
20.74673794473432,1014.8076165908994,22.65601019535472,19.204091601175747,17.335510635720997,17.554053213801794,90.85755114841852,93.83288197875405,27.7930448718123,3.1
30.30386890378601,1025.0915511348126,18.64713455828728,17.69988842965341,15.280866173323773,13.234792382517014,77.64696477104835,85.83799638170942,21.06536608545404,2.1
5.840757066484142,1021.8002106557328,21.011427312085,18.742034356652628,17.443305791691305,15.075808041291168,78.72279548798313,56.94730423521953,21.637717139166227,20.4
31.34078842234048,1019.7431623556112,16.362266677737022,15.959619159058532,14.950850742521837,13.047842136496616,87.03065584771566,93.67834644438403,42.49969565711372,27.1
15.941357902521666,1007.1125990225736,31.47888845814844,29.524743940511552,28.20889503841624,25.428790214421863,80.97273363322694,89.00619764694525,23.101008774832344,30.9
30.191265012962404,1019.5085858722682,16.36809155502919,15.928417526345156,15.214384998684428,13.677267611596424,86.48741661309268,94.46829291429212,42.66781704228445,27.9
4.113923440871069,1012.6752268315556,27.92712700128472,27.04697596986185,24.881261845913613,25.22204251506972,91.64382833187116,96.20376405506396,51.12329127944667,32.7
18.23964577630584,1007.3926289065972,33.708425823864616,30.22183137805844,28.645912733130903,25.84082525082851,78.39073422053032,67.9055467865384,17.08975957418262,28.0
26.84211884747573,1020.7272144400372,21.65235946204616,18.59310700706488,15.828856448736968,7.873888945057272,51.77154834174528,46.53912764635496,34.94015454345991,14.6
22.81591030835633,1011.426229960196,26.14700428547097,23.641887678875545,21.083685940011154,21.53063209697768,90.33372694090474,80.42615844557346,11.490482758455313,3.5
2.850668727026825,1009.0354273011978,31.32579889989213,29.28005068811332,27.21639054433,25.761982605133984,82.53889693076374,82.9857722141154,25.702345334594074,30.1
2.5523424496396387,1014.5644150086983,26.33857491554293,23.228466593043123,20.71540896934112,20.655205531204825,86.51500342585717,86.10497931809242,9.119194694435883,33.4
13.27353747926657,1004.539279529117,31.70406916874683,30.748035073510685,29.200634664935887,26.16240328275652,80.01666522770573,87.76934961738623,29.470663851313,31.4
25.66102460534331,1027.903849232643,17.38203872610543,15.44183567303303,14.423049797859594,11.665299058531508,79.11994001195244,87.89540202402172,14.749821757746169,22.1
30.88492898890281,1015.3761335522372,25.571963760286646,21.40646347736,18.846792968692466,19.05942429421432,85.23415658502826,81.67402154330878,5.21890529198942,2.9
28.73826779220541,1010.0352984525342,33.00472566224623,29.938920790265144,28.4616227685735,24.857664876891164,73.54029590506573,29.25897089355437,12.734067956018466,23.7
20.54263319000352,1015.3023103208282,18.655105525218424,17.07715279989127,16.426164245495368,16.412614305044915,95.21699424500586,96.3148222499908,37.33613743290255,3.3
15.336350075830373,1006.99279792153,32.94192549800585,30.08752415053716,28.779441848589304,26.775239488580866,81.24661780879404,75.75100465290411,21.849441000434787,30.5
24.50625194612003,1008.4018165554088,34.36112016012726,30.88120661896352,28.449419451622298,25.17164478821806,71.33884076169275,20.932350381403587,16.791369942954734,21.1
26.370098669753112,1022.8654584965772,19.084612439200217,17.883802496426057,16.756244001559647,14.947678477898148,84.36685634586709,91.423676068394,18.10086659572308,2.5
26.914303663800045,1007.4868460925192,34.73161549644048,30.78165191357997,28.75426302364012,26.20042422393865,79.39421366170401,61.05591399488567,15.721641550156278,2.7
24.627746785688483,1020.3823337308625,21.36652226154469,18.14760691386705,16.00901953112815,13.4660091859645,74.88529566260219,89.04578563608759,27.34538256702401,22.8
16.986013567994807,1010.683693114422,27.80170374794656,25.95099241000241,24.514509383952674,23.8225707711089,89.43989029807257,85.57806974797498,14.785788548766677,32.2
20.22390649341457,1019.1200161600042,17.425948169051956,15.301968815351838,14.980978684829946,13.955853932642585,89.33631908363273,91.80932883637036,50.24214788505704,29.2
9.06413590227805,1011.6292696863136,27.513932524553457,26.11600069074487,24.473731372924764,23.15554488363102,86.58601003083778,88.64219421542387,16.921810496126465,3.1
31.282557630276123,1004.351330495828,33.92327109021316,30.156614410990336,26.857736986110428,24.12886758162399,74.46339680294545,47.18857196955887,13.67850878693442,2.8
15.669755606288614,1015.4218008839582,16.457253853814475,15.671446956200144,13.71395390751538,13.499917835730574,89.95719837427112,98.87592479060469,32.833257440468394,31.0
13.51491702217761,1014.5259793170592,17.25540567443908,15.887707080123848,14.285032097698036,14.908623134942188,96.86470094056632,100.09130377635738,22.349339698595585,33.8
30.68306903731959,1010.6848784052982,33.65222214544764,30.19367542477703,27.706776049072023,25.54266323030205,79.99916752435301,83.66507110222294,25.148463448421143,27.9
0.977088487553096,1007.0876832853754,29.1748407209632,27.76475461211055,25.706743890486425,25.955754827632305,88.72720552829831,87.05182849243639,8.326924013492157,37.5
12.703365296737733,1012.2223946897268,27.52370712117984,25.267675093685497,24.304836769085853,22.407540099003608,82.96414122925945,85.77927003917671,25.9977937287014,29.6
19.133429434134168,1019.3528065151718,17.60274452292424,16.058245062518697,15.844789417713802,12.230801206209325,79.04751821292153,84.52645181662332,38.15425810247066,24.3
10.83955705507098,1008.6946593678828,29.171624164038413,25.194005861742887,23.58149979910059,20.68721122511128,76.25407650523648,61.349361854039685,25.79846349648708,26.2
12.203683022014909,1002.1577293465568,31.176538790861283,28.95536187501025,26.582991350287003,25.53854345977881,85.21805320280265,89.4748818912315,20.30717801464993,34.7
15.90230481877803,1011.2126863335624,26.89830064863819,24.839793342393108,22.718465481551952,19.57553086528328,73.08081028117388,67.28523568335811,21.391119599663604,2.5
7.40026222023515,1021.4949553755106,18.1411507108752,16.70913806656585,15.275241963480642,11.978466233646632,76.96051756795731,89.58648834496633,28.862504973802324,22.5
0.8476317852487445,1021.098056884996,24.4997715132082,22.926059678078342,20.785009319430863,17.548710761286667,72.63192868462514,60.93949943907933,29.36086927863048,1.9
14.829162784934868,1011.8764355035948,23.446034105923328,21.037746964015906,20.44873360589029,20.75265706413364,97.2171758638989,88.0975792578561,19.056484135873603,34.7
16.156002129589258,1008.1192664118264,33.455093329550905,31.0649261691218,28.84557064810305,26.27786900864204,78.99101635484702,68.35524902245365,25.7850769118638,27.3
18.118778651191025,1014.6808030398216,26.349511340351533,22.892532395108,19.95288575104236,20.530840118358693,87.47787269626554,79.30247434690253,20.18796602473918,2.9
11.716769905825354,1020.0725208019376,18.77823939776784,17.360678959499367,16.060423875568887,13.79941404466456,78.29934721013196,86.28065188023876,23.475038510991304,2.4
4.530234831833418,1006.29021335099,33.85332962777022,29.90429868891368,27.65562834091268,25.058179878421843,73.31476609319083,27.980178748931905,9.15556158527266,27.5
